IPAddress,Duration (in seconds),responseId,LocationLatitude,LocationLongitude,Q2,Q3,Q1,Q4,Q5,Q6,Q7,Q8,Q9,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q10_1,Q10_2,Q10_3,Q10_4,Q14_14,Q10_13,Q10_12,Q10_5,Q10_7,Q10_6,Q10_8,Q10_9,Q10_10,Q10_11,Q14b_1,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q109,Q113,Q114,Q116,Q117,Q16_1,Q16_2,Q17,Q20#1_1_1,Q20#1_2_1,Q20#1_3_1,Q20#1_4_1,Q20#1_5_1,Q20#1_6_1,Q20#1_7_1,Q20#1_8_1,Q20#1_9_1,Q20#1_10_1,Q20#1_11_1,Q20#1_12_1,Q20#1_13_1,Q20#1_14_1,Q20#2_1,Q20#2_2,Q20#2_3,Q20#2_4,Q20#2_5,Q20#2_6,Q20#2_7,Q20#2_8,Q20#2_9,Q20#2_10,Q20#2_11,Q20#2_12,Q20#2_13,Q20#2_14,Q118,Q22#1_1_1,Q22#1_2_1,Q22#1_3_1,Q22#1_4_1,Q22#1_5_1,Q22#1_6_1,Q22#1_7_1,Q22#1_8_1,Q22#1_9_1,Q22#1_10_1,Q22#1_11_1,Q22#1_12_1,Q22#1_13_1,Q22#1_14_1,Q22#2_1,Q22#2_2,Q22#2_3,Q22#2_4,Q22#2_5,Q22#2_6,Q22#2_7,Q22#2_8,Q22#2_9,Q22#2_10,Q22#2_11,Q22#2_12,Q22#2_13,Q22#2_14,Q119,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q25,Q26,Attn check 1,Q28_2,Q28_3,Q30_1,Q30_2,Q31_1,Q31_2,Q32,Q33,Q34,Q103,Q104,Attn check 2,Q37,Q38,Q39,Q40,Q41,Q42,Q44,Q45,Q46,Q47,Q21_1,Q21_2,Q21_12,Q21_13,Q21_14,Q21_16,Q21_15,Q22_6,Q22_8,Q24 w attn check_1,Q24 w attn check_2,Q24 w attn check_3,Q24 w attn check_4,Q24 w attn check_5,Q24 w attn check_6,Q102,Q48,Q49,Q50,Q51,Q52_1,Q52_2,Q101,aid
50.86.240.166,918,R_6GCvgisJo3xb4Li,32,-90,1,1,25,1,7,1,12,12,12,5,80,5,5,0,4,"1,2","1,2",5,5,"1,2",5,5,"1,2",5,5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,30,40,,,9,,,10,,,,15,12,12,3,3,,,2,,,3,,,,3,3,3,4,30,40,,,9,,,9,,,,15,12,12,3,3,,,"2,3",,,3,,,,3,3,3,4,2,2,4,4,2,4,4,2,4,4,4,2,4,2,15,,3,31,31,28,30,10,9,1,3,7,6,,2,3,3,2,,2,2,1,2,3,4,2,4,5,5,2,1,6,2,1,5,3,2,1,7,1,"4,5,7",7,3,1,39211,1426,1451,3,6596afbd-51b7-5bc7-4e38-7fc3c4f4932b
172.56.95.109,809,R_6GE5tMdp3sYpnsp,31,-98,1,1,45,1,4,3,3,2,2,10,40,20,10,10,10,"1,2","1,2","1,2","1,2",5,5,5,5,5,5,5,5,"1,2","1,2",,4,4,2,4,4,4,4,,,2,,,,,,100,50,20,20,,,,,,,,,20,15,2,2,1,1,,,,,,,,,1,1,4,150,50,20,20,,,,,,,,,25,20,2,2,1,1,,,,,,,,,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,19,Online search,3,76,88,29,39,46,68,5,1,8,"3,6",,2,3,3,2,,2,2,4,2,5,4,5,5,6,5,6,6,5,6,6,6,6,6,6,7,6,"3,4,5",6,1,1,78203,2567,2582,2,65ab4898-7198-ffee-5e71-6605096d64de
174.228.164.44,574,R_6GE8hKgW0H9wFIm,29,-82,1,1,39,2,4,1,12,11,11,80,90,60,70,50,90,"1,2",5,"1,2","1,2","1,2",5,5,5,5,5,5,5,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,40,,60,50,90,,,,,,,,50,40,1,,2,2,1,,,,,,,,2,1,2,50,,30,40,40,,,,,,,,40,60,1,,1,1,2,,,,,,,,1,1,1,1,2,1,1,1,2,2,2,4,2,2,2,1,1,15,,3,62,49,135,118,122,91,1,1,8,"5,6,7",,2,3,3,2,,2,2,1,2,1,2,6,6,6,4,7,6,7,7,6,7,7,6,6,7,6,7,8,5,4,17103,2283,2305,3,65acf8ae-18e5-38a8-d4f5-12b77a165441
24.28.13.210,821,R_6GIFKhOBrJepRcd,31,-98,1,1,45,2,5,1,12,9,10,20,50,5,25,50,15,5,"1,2",5,5,5,5,5,5,5,5,5,5,5,1,,4,4,4,4,4,4,4,,,,,,,,,,200,,,,,,,,,,,,30,,3,,,,,,,,,,,,1,,,250,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,2,4,4,2,4,4,4,4,4,4,4,3,3,15,,3,60,75,90,90,30,0,5,1,8,1,,2,3,2,2,,2,2,4,2,5,4,6,4,5,6,5,4,7,6,3,7,7,6,6,7,4,"1,4,5",3,3,1,78641,2567,709,2,659b4d54-71ef-e708-bd72-46bd87d9488e
73.227.30.80,3996,R_6GNzEOUuhya2CIF,43,-71,1,1,30,2,7,1,12,8,8,15,25,15,30,15,15,"1,2",5,"1,2",1,1,2,2,"1,2",5,5,5,"1,2","1,2","1,2",,"1,2",4,4,4,4,4,4,,,,,,,,,40,,30,5,50,,,15,,,,20,30,40,3,,3,3,2,,,3,,,,3,3,3,3,40,,25,,,0,15,15,,,,25,30,40,3,,3,,,3,3,3,,,,3,3,3,,2,3,2,2,2,2,2,2,2,4,4,2,3,2,15,,3,80,80,180,180,180,190,5,1,"1,4","1,5,8",,2,3,3,1,2,2,2,4,2,1,4,6,6,6,7,6,3,6,7,6,7,6,6,5,7,2,"2,4,5",5,2,1,3833,1794,1802,1,65964511-9714-3ed1-12d4-ee6125990a8c
172.59.189.67,867,R_6GOsTFS7WBwbMYN,42,-88,1,1,14,1,4,1,12,11,11,80,120,150,150,80,60,"1,2","1,2","1,2","1,2","1,2","1,2",2,1,"1,2","1,2","1,2",2,"1,2",1,Great value ,"1,2",2,"1,2",2,"1,2","1,2","1,2",3,1,1,3,1,1,1,1,100,80,90,100,100,60,,40,50,40,70,,70,80,"1,2",2,2,1,2,1,,2,"1,2",2,2,,2,"1,2",4,100,60,80,100,70,100,100,,70,80,90,80,90,,1,2,"1,2",1,2,2,1,,2,"1,2",2,"1,2",2,,4,1,2,1,1,2,2,3,2,2,1,3,2,3,2,"17,18,20,21",By the time being so much for the time being so much for the time being so much ,3,30,24,137,128,163,127,1,1,8,"1,2,3,4,5,6,7",,2,2,2,1,1,2,2,4,1,2,2,7,6,5,5,7,5,6,7,6,7,7,6,6,7,6,"1,3,4,7",8,4,3,60620,609,435,3,659fbf72-d614-2e14-9a28-e8d45a3a06ce
68.59.57.211,927,R_6GPrK07FSks3Or7,31,-88,1,1,1,1,4,1,3,8,8,10,20,10,10,30,20,"1,2","1,2","1,2","1,2","1,2",1,"1,2","1,2","1,2",1,1,2,1,"1,2",hello fresh,4,"1,2",4,4,4,4,4,,,,,,,,,40,30,45,20,35,20,20,30,20,20,75,,25,15,"1,2",1,2,"1,2",1,2,3,3,3,3,2,,2,3,3,30,20,30,10,20,,15,10,15,,,15,,10,"1,2","1,2",1,3,2,,3,1,3,,,3,,3,3,2,3,3,3,2,2,2,3,2,2,3,1,3,3,"18,19,20,21",online ad,3,85,75,133,102,153,124,1,1,8,"2,3,5,6,8",,2,2,3,2,,2,2,4,1,2,4,6,7,7,6,6,5,6,6,6,6,6,5,6,7,6,"1,3,4,5,6,7",7,2,1,36605,1,50,2,65ac3e94-43c0-9d8a-0df9-6ab42d1f69d3
76.229.231.4,521,R_6GYHNS3up55eR8Z,30,-96,1,1,45,2,4,1,14,11,11,20,10,10,40,20,0,"1,2","1,2",5,2,5,"1,2",5,5,5,5,5,1,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,20,40,,,,10,,,,,,0,20,40,3,3,,,,3,,,,,,3,3,3,,40,50,,0,,20,,,,,,,20,20,3,3,,3,,3,,,,,,,3,3,,2,2,4,4,2,2,4,4,4,4,4,4,2,2,15,,3,20,27,23,31,19,20,4,1,4,"2,4",,2,2,2,1,1,1,1,4,2,3,4,2,2,2,4,2,1,6,1,5,5,3,5,5,7,5,"4,5,7",6,1,1,77095,2567,470,2,65abb810-9244-3567-4384-116796ab3671
73.145.35.195,1892,R_6GZxRGccUYdHEIR,42,-84,1,1,23,2,5,1,12,2,2,30,150,40,40,50,90,"1,2",5,5,"1,2",5,"1,2",5,"1,2","1,2",5,5,"1,2","1,2","1,2",,4,4,4,4,"1,2",4,4,,1,,,,,,,200,,,30,,30,,90,0,,,30,90,30,3,,,3,,3,,3,3,,,3,3,3,,0,,,0,,0,,0,0,,,0,0,0,3,,,3,,3,,3,3,,,3,3,3,,2,4,4,2,4,2,4,2,4,4,4,2,2,2,15,,3,60,60,200,200,200,200,5,3,8,"1,7",,2,2,2,1,2,1,1,4,2,5,4,7,4,7,7,7,7,7,4,4,4,4,4,4,7,4,"1,3,7",3,2,1,49203,1254,37,3,65975226-d505-5f61-5dbc-d1d294fb94f0
206.53.81.9,2883,R_6GfRVSSy4J7AwPc,42,-72,1,1,7,1,6,1,12,2,2,20,20,20,20,20,20,"1,2",5,5,5,5,5,5,5,5,5,5,5,5,5,,4,4,4,4,"1,2",4,4,,2,,,,,,,177,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,115,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,3,4,4,4,4,4,4,4,4,4,4,4,4,4,15,,3,81,81,31,31,0,0,5,3,6,1,,2,1,1,1,1,1,1,3,2,5,4,1,1,1,6,2,1,2,1,1,5,1,1,2,7,1,"4,5,7",3,3,1,6239,315,318,2,65977fa8-6276-b578-3cfe-cdbc7eec20bb
74.135.228.224,1211,R_6GkWvnvoDMTTUmo,44,-88,1,1,51,1,4,1,12,11,11,8,25,10,12,15,10,"1,2","1,2",5,5,5,5,5,5,5,5,5,"1,2","1,2","1,2",,"1,2","1,2",4,4,4,4,4,,,,,,,,,80,20,,,,,,,,,,10,7,25,3,3,,,,,,,,,,3,3,3,,70,15,,,,,,,,,,6,5,20,3,3,,,,,,,,,,3,3,3,,2,2,4,4,4,4,4,4,4,4,4,2,2,2,"19,20",shopped their before,3,31,24,45,44,45,45,5,3,8,"1,2,3,4,7,8",,2,3,3,2,,2,2,1,4,2,5,4,5,4,4,5,4,5,6,6,5,5,6,4,7,4,"4,5,7",8,4,3,53590,3097,3110,2,65acb08e-d558-e373-02b6-f6353438bd74
66.67.106.216,502,R_6GwIdH3rgmIjgm5,43,-74,1,1,33,2,4,1,12,12,12,20,20,15,20,50,0,"1,2","1,2","1,2",5,5,5,"1,2","1,2","1,2",5,5,"1,2",5,"1,2",,"1,2","1,2",4,4,4,4,4,,,,,,,,,20,50,10,,,,10,0,0,,,10,,40,3,3,3,,,,3,3,3,,,3,,3,,0,60,10,,,,10,10,0,,,10,,40,3,3,3,,,,3,3,3,,,3,,3,,1,2,3,4,4,3,2,1,1,4,4,2,4,2,"17,18,19,20",Social Media,3,39,39,90,91,28,28,5,1,1,1,,2,3,3,2,,2,2,4,2,2,4,6,6,6,5,1,5,4,7,1,7,7,7,6,7,7,"1,2,4",8,2,1,12871,1861,1907,1,65abd2ed-99b2-f199-4373-5cc989765bff
174.196.131.19,1357,R_6H3BNlonlcfCCop,39,-77,1,1,21,1,6,1,12,9,9,20,50,10,10,10,0,"1,2","1,2",5,2,"1,2","1,2",5,5,5,5,5,5,"1,2",2,,1,4,4,4,4,4,4,,,,,,,,,110,45,,,39,15,,,,,,,67,,1,1,,,1,1,,,,,,,1,,,109,39,,16,32,9,,,,,,,25,27,1,1,,1,1,1,,,,,,,1,1,,3,2,3,1,1,2,3,3,3,3,3,3,3,3,15,,3,23,59,18,83,71,116,1,1,8,1,,2,2,1,1,1,2,2,4,2,1,4,2,1,1,7,1,1,2,2,5,2,5,1,1,7,1,"4,5,7",4,1,1,20616,1214,1222,2,6597ab44-9e3e-cb55-75ec-2194a0ff2429
172.58.111.229,1071,R_6HB6KhjK2rKws2m,33,-97,1,1,37,2,4,1,12,2,2,30,100,40,20,20,0,"1,2",5,5,5,5,"1,2",5,5,5,5,5,5,5,5,,1,"1,2",2,4,"1,2",4,4,,3,3,,,,,,180,,,,,30,,,,,,,,,3,,,,,3,,,,,,,,,,180,,,,,30,,,,,,,,,3,,,,,3,,,,,,,,,,2,4,4,4,1,2,4,4,4,4,4,4,3,4,15,,3,85,85,60,60,60,60,5,1,8,1,,2,1,1,1,1,1,1,2,2,4,1,5,4,7,7,7,5,7,7,6,7,7,7,7,7,7,"4,5,7",6,3,2,74944,2168,946,1,659fde77-966c-9fd6-e8ef-cf619f5f69f6
65.26.224.231,909,R_6HBsIhpecBUQn4U,43,-88,1,1,42,2,2,3,12,10,9,18,40,20,12,20,17,"1,2","1,2","1,2","1,2",5,2,"1,2","1,2",5,5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,"1,2",,,,,3,,,,30,20,20,8,,,17,18,,,,10,30,20,3,3,3,3,,,3,3,,,,3,"1,2,3","1,2,3",3,30,25,20,9,,11,20,16,,,,12,30,20,3,3,3,3,,3,3,3,,,,3,"1,2,3","1,2,3",3,1,1,2,3,2,3,3,2,3,3,3,2,1,1,15,,3,30,40,60,60,11,15,5,3,5,1,,2,3,2,2,,2,1,1,2,1,2,3,2,4,5,5,3,3,5,5,4,5,3,4,7,5,"3,4,5,6,7",7,2,1,29907,2357,1931,2,65b67399-b9f2-74ba-c36a-291dfabd0159
71.84.182.81,1846,R_6HCxEVUNL0yxdEc,46,-119,1,1,49,1,5,1,12,8,8,4,20,10,15,20,15,"1,2","1,2",5,5,5,5,5,5,5,5,5,5,"1,2",5,,4,4,4,4,4,4,4,,,,,,,,,0,0,,,,,,,,,,,0,,3,3,,,,,,,,,,,3,,,0,0,,,,,,,,,,,0,,3,3,,,,,,,,,,,3,,,2,2,4,4,4,4,4,4,4,4,4,4,2,4,15,,3,5,5,20,20,61,60,5,1,8,2,,2,3,3,2,,2,2,3,2,2,4,5,5,5,4,3,7,7,7,3,7,5,6,5,7,5,"2,5,6",7,1,1,99354,3001,119,2,65abd61d-d50b-0a3d-6585-e0dcdcf046c6
24.113.61.131,992,R_6HSNjxdGbpvia3Q,48,-123,1,1,49,1,4,1,"5,6",10,10,10,5,10,10,15,0,"1,2","1,2",5,5,"1,2",5,"1,2",5,5,5,2,5,"1,2",5,sunbasket,4,4,4,4,4,4,4,,,,,,,,,30,20,,,5,,10,,,,,,5,,2,3,,,2,,3,,,,,,3,,4,30,10,,,5,,5,,,,10,,5,,2,1,,,2,,3,,,,2,,3,,4,1,2,4,4,2,4,2,4,4,4,3,4,2,2,15,,3,10,5,30,30,60,40,5,3,8,"3,11",1,2,3,3,2,,2,2,4,2,1,4,3,3,5,5,2,4,5,5,5,6,5,5,5,7,5,"3,4,7",7,2,1,98366,3001,3019,2,65b753eb-9d9a-311a-5e54-863207a1e0e8
73.51.230.46,2081,R_6HbJtisXVgGbEEx,42,-88,1,1,14,1,4,1,12,8,8,8,8,25,5,5,25,2,"1,2",5,"1,2","1,2",2,5,5,5,5,5,2,2,"1,2",,4,4,4,4,1,4,4,,,,,,,1,,,67,,10,0,,,,,,,,,7,,2,,1,3,,,,,,,,,1,1,0,67,,10,0,0,,,,,,0,0,7,3,2,,1,3,3,,,,,,3,3,1,1,2,2,4,2,2,3,4,4,4,4,4,3,3,2,15,,3,15,47,32,91,32,92,4,3,8,3,,2,1,1,1,1,1,1,4,2,2,1,1,1,4,2,4,4,6,7,7,7,7,7,7,7,7,"4,6,7",5,3,2,60612,609,435,3,65ac5c9a-8ef9-cc66-4151-1e42f3403cae
73.100.63.122,502,R_6Hcg6fwWEVhObsJ,42,-71,1,1,22,1,5,1,12,11,11,10,40,10,20,20,20,5,1,5,5,5,2,1,5,5,5,2,1,5,1,Hello fresh,2,4,4,4,4,4,4,,,,,,,,,,80,,,,,20,,,,,20,,50,,3,,,,,3,,,,,3,,3,,,,,,,0,,,,,30,,,,,,,,,3,,,,,"2,3",,,,4,2,2,4,4,4,4,2,4,2,4,2,4,3,2,15,,3,20,20,30,30,90,90,5,1,6,6,,2,3,3,2,,2,2,1,1,1,4,6,5,5,5,5,5,6,6,6,6,6,5,5,7,6,"1,4,5",8,4,1,2148,1239,319,3,65ab8629-2851-b800-fc30-e09da1c8626d
107.77.207.188,1306,R_6HenyZJwXK4Xfwt,42,-88,1,1,14,1,7,1,12,5,6,10,20,10,10,60,10,5,"1,2",5,5,5,"1,2",5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,,120,,,,20,,,,,,,,,,3,,,,3,,,,,,,,,,,80,,,,16,,,,,,,,,,3,,,,3,,,,,,,,,,4,2,4,4,4,2,4,4,4,4,4,4,4,4,15,,3,75,80,75,75,0,0,5,1,8,1,,2,3,3,2,,2,2,4,2,5,4,4,3,1,4,1,1,4,4,4,5,5,5,5,7,3,"2,4,5",8,2,1,62028-7033,609,651,1,6596dfc5-0b49-63d2-4de9-7e75651ec8f1
24.176.245.53,1454,R_6Hesy9TKxV9v7sj,40,-120,1,1,29,1,6,1,12,3,3,15,30,20,20,15,25,"1,2",5,2,1,5,1,5,5,5,5,5,5,1,"1,2",,4,4,4,4,4,4,4,,,,,,,,,100,,,20,,25,,,,,,,40,50,3,,,3,,3,,,,,,,3,3,,120,,30,,,,,,,,,,,50,3,,3,,,,,,,,,,,3,,2,2,2,2,4,2,2,4,4,4,4,2,2,2,15,,3,14,21,60,65,62,71,5,1,8,"1,2",,2,3,3,2,,2,2,3,2,1,6,6,6,7,6,6,6,7,7,5,7,7,7,7,7,6,"3,4,5",5,1,1,89512,1776,1791,3,659ad860-6d64-ef61-6572-0199124f40ba
174.198.192.18,1015,R_6HhsT1ZorEHmvdv,40,-75,1,1,31,1,4,1,3,12,12,12,200,20,50,88,30,1,5,5,5,5,1,5,5,5,5,5,5,1,1,,4,2,1,1,1,4,4,,,,,,1,1,,250,,,,,20,,,,,,,40,30,3,,,,,3,,,,,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,4,2,4,4,4,4,4,2,2,4,15,,3,120,120,240,240,240,240,5,1,6,6,,2,3,3,2,,2,2,1,2,2,4,1,1,1,6,4,1,7,1,1,4,1,1,1,7,1,"4,5,7",5,5,1,8401,1805,1806,3,65ac4c92-a680-d43a-eaa0-8352200fd6d1
172.90.11.85,862,R_6HiEiZkrSy78XhV,34,-118,1,1,5,2,5,1,15,11,11,10,30,5,20,5,5,1,1,1,2,1,1,1,1,5,5,5,1,1,1,,2,4,4,4,4,4,4,,,,,,,,,0,0,0,,50,0,0,0,,,,0,0,0,3,3,3,,2,3,3,3,,,,3,3,3,4,,,,0,,,,,,,,,,,,,,3,,,,,,,,,,,,2,2,3,3,2,2,2,2,4,4,4,2,2,2,"17,19,20",Friends ,3,59,74,151,168,123,83,5,3,8,2,,2,3,3,2,,2,2,4,2,2,3,7,4,4,6,5,4,4,5,4,5,4,7,4,7,4,"1,4,5",7,3,1,90057,191,210,3,659ccfa0-e002-9836-e886-9b80cb742a6a
172.59.220.104,1037,R_6Hj8kMfukWyeIql,35,-81,1,1,34,2,7,1,12,5,5,8,35,8,25,10,16,1,5,5,5,5,1,5,5,1,5,5,5,1,1,,1,4,4,4,4,4,4,,,,,,,,,40,,,,,40,,,10,,,,10,10,3,,,,,3,,,3,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,4,4,4,1,4,2,2,4,4,4,1,1,15,,3,85,84,64,58,32,23,5,1,8,1,,2,2,3,2,,2,2,1,2,5,4,5,4,4,4,4,4,5,4,4,5,5,5,5,7,4,"1,3,4",4,1,1,27576,1924,1975,1,6596c261-a5fb-a288-11b5-5b5b09557fd0
216.49.24.129,816,R_6Hn3FfYpcm9CB8Q,41,-76,1,1,39,2,7,1,12,4,4,6,15,8,10,12,8,"1,2","1,2",5,5,5,"1,2","1,2","1,2","1,2",5,5,"1,2",5,"1,2",,4,4,4,4,4,4,4,,,,,,,,,50,120,,,,0,25,0,15,,,15,,30,3,3,,,,3,3,3,3,,,3,,3,,40,110,,,,0,25,0,20,,,15,,30,3,3,,,,3,3,3,3,,,3,,3,,2,2,4,4,4,4,2,2,2,4,4,2,4,2,15,,3,24,23,58,57,88,87,5,1,8,"1,6,7",,2,3,3,2,,2,2,4,2,5,4,5,4,6,6,4,6,6,7,6,6,7,6,7,7,5,"3,4,5",3,1,1,18247,2283,2323,1,65969b7f-e211-ca24-ab0e-1720a0734e77
172.56.152.208,1000,R_6Hov0SKx2gk8LoH,45,-123,1,1,38,1,4,1,1,10,11,0,20,0,40,20,30,1,1,1,5,1,5,1,1,1,5,1,2,2,1,Shwanns,4,1,4,2,1,4,4,,,,3,,1,1,,150,80,100,,50,,0,40,0,,0,,,20,2,1,1,,2,,3,1,3,,3,,,1,2,,,,,,,,,,,,50,30,,,,,,,,,,,,,1,1,,,2,2,2,4,1,4,4,2,2,4,4,1,3,3,17,From a friend ,3,18,40,156,208,123,179,5,1,"4,9",1,,2,3,3,2,,2,2,4,2,2,4,6,7,7,6,7,4,6,7,7,7,7,6,5,7,7,"1,2,6",7,2,1,97347,2246,48,1,6597e3b1-8886-b397-aad6-e4252c56c58b
172.100.236.14,862,R_6Hs1ec59cf2rJbX,43,-74,1,1,33,2,7,1,12,2,3,4,20,5,15,0,12,"1,2","1,2",5,5,5,5,5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,15,30,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,0,60,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,4,4,4,4,15,,3,20,20,57,58,15,19,5,1,6,"1,8",,2,3,3,2,,2,2,4,4,3,4,4,4,7,7,6,6,7,7,7,7,7,7,6,7,7,"3,4,5",3,2,1,12828,1861,66,2,6596be11-372b-2485-eea4-5e443dece0d8
199.66.171.157,1279,R_6HtIU2QZHhp0nLj,33,-112,1,1,3,1,6,6,12,2,2,2,3,4,8,20,6,"1,2","1,2",5,"1,2",5,"1,2",5,5,5,5,5,5,"1,2","1,2",,4,4,4,4,"1,2",4,4,,1,,,,,,,20,4,,0,,3,,,,,,,0,0,3,3,,3,,3,,,,,,,3,3,,20,8,,0,,4,,,,,,,0,0,3,3,,3,,3,,,,,,,3,3,,2,2,4,2,4,2,4,4,4,4,4,4,2,2,15,,3,40,40,43,45,5,5,5,1,5,"1,2",,2,3,3,2,,2,2,2,1,5,4,1,1,1,7,5,1,7,5,1,7,1,7,7,7,5,"4,5,7",5,1,1,85139,99,111,1,659740d5-1091-3dfa-067a-5558eab5ae45
70.59.11.197,2861,R_6I3Lxk3TvKxPYzQ,40,-105,1,1,6,1,7,1,12,11,8,10,35,15,15,15,5,"1,2","1,2","1,2",5,5,5,"1,2","1,2",5,5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,15,80,10,,,,10,0,,,,5,20,15,3,3,3,,,,3,3,,,,3,3,3,,10,75,10,,,,10,5,,,,5,20,15,3,3,3,,,,3,3,,,,3,3,3,,2,2,2,4,1,4,2,2,4,4,4,2,2,2,15,,3,101,100,123,122,180,160,5,3,8,"1,5",,2,3,3,2,,2,2,4,1,3,6,5,2,5,5,4,1,4,5,4,7,6,5,5,7,1,"1,3,4",7,2,1,80122,250,253,2,65a0b8da-b7da-9489-57dc-d0f92f6eefbd
96.18.73.14,704,R_6I9SdBl6Jsc9BUt,33,-95,1,1,33,1,3,1,12,11,11,15,15,15,15,25,15,1,2,1,2,1,1,2,2,2,1,2,1,2,"1,2",Nike ,1,2,1,2,1,2,1,1,,,1,,1,2,1,50,,40,,30,20,,,,20,,25,,28,1,,2,,1,2,,,,1,,2,,1,3,,35,,25,,,25,25,25,,25,,20,15,,1,,2,,,1,2,1,,2,,1,2,3,1,1,2,1,2,1,2,1,2,2,2,1,1,2,"16,17,18,19,20,21",Recommendations ,3,105,83,223,220,173,217,1,1,8,"3,4,5,6,7",,2,3,3,2,,2,2,3,2,1,4,6,6,7,7,6,7,6,7,6,6,5,6,7,7,7,"1,2,3,4,5,6,7",7,5,4,10001,1861,1892,3,65bdb192-0883-4f25-4f8f-3a1eb6583211
152.26.89.209,864,R_6IFd5dTybJXyzOC,36,-79,1,1,34,1,6,1,12,6,6,3,25,5,25,10,5,5,"1,2",5,5,5,"1,2",5,5,5,5,5,5,5,5,,2,4,4,4,4,4,4,,,,,,,,,,75,,,,5,,,,,,,,,,3,,,,3,,,,,,,,,,,75,,,,5,,,,,,,,,,3,,,,3,,,,,,,,,,4,2,4,4,4,2,4,4,4,4,4,4,4,4,15,,3,40,40,60,60,60,60,5,3,"1,5",5,,2,3,3,2,,2,2,4,2,3,2,6,4,7,7,4,7,6,7,4,7,7,7,7,7,7,"4,5,7",8,2,1,27612,1924,2016,2,6596ac48-63a0-b3ba-ab74-80249a02948f
172.59.137.6,962,R_6IQYiyVAaOzwqUp,40,-80,1,1,50,1,3,1,12,2,2,10,20,20,20,20,20,"1,2",5,5,"1,2",2,"1,2","1,2","1,2",5,5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,0,,,0,,0,0,0,,,,0,0,0,3,,,3,,3,3,3,,,,3,3,3,,0,,,0,0,0,0,0,,,,0,0,0,3,,,3,3,3,3,3,,,,3,3,3,,2,2,2,1,2,2,2,2,2,4,4,2,2,2,18,Friends ,3,27,28,47,50,47,52,5,1,8,1,,2,1,1,1,1,1,1,3,2,5,1,5,5,5,6,5,6,5,6,5,6,5,6,5,7,5,"1,4",6,1,1,26101,3041,2166,1,659b49ca-d0ca-2852-45e9-7645dd0a9287
97.120.133.228,727,R_6IRHjyrKwKKx0sC,46,-123,1,1,38,1,3,1,12,10,12,10,30,30,20,15,20,2,1,5,2,"1,2",5,"1,2",5,5,5,5,"1,2","1,2",1,,2,4,4,4,4,4,2,,,,,2,,,,,20,,,5,,12,,,,,10,13,20,,1,,,2,,3,,,,,3,1,3,2,20,,,5,30,,5,,,,,2,40,,1,,,3,2,,3,,,,,3,2,,3,2,1,2,3,3,3,1,2,2,3,3,2,3,2,17,My parents,3,45,20,90,41,150,61,1,1,5,"2,4,5,6,7,11",2,2,3,2,2,,2,2,1,1,2,3,5,3,3,5,5,3,5,5,6,6,5,3,5,7,3,"4,5,7",7,2,1,97202,2246,2272,2,65b5cb11-bc5d-709b-ca0d-0347446121a6
71.120.218.240,1250,R_6IRd4Ot7csi4lN9,37,-76,1,1,48,2,5,1,3,10,10,5,15,7,0,5,7,"1,2","1,2",5,"1,2",5,"1,2",5,5,5,5,5,5,"1,2",5,,2,4,4,4,4,4,4,,,,,,,,,25,15,,5,,3,,,,,,,10,,3,3,,3,,3,,,,,,,3,,,20,15,,5,,3,,,,,,,10,,3,3,,3,,3,,,,,,,3,,,2,2,4,2,4,2,4,4,4,4,4,4,2,4,15,,3,24,22,26,30,30,28,5,1,8,1,,2,3,3,2,,2,2,4,2,1,4,1,1,3,7,1,6,7,7,7,7,6,7,5,7,2,"4,5,7",7,1,1,23455,2867,2997,2,659aa233-7563-af09-883b-26e3a8687a79
